"IATACode","country","fullName","latitude","longitude","airportName","units","source"
"NAS","Bahamas","Nassau International","25.04","-77.47","Nassau [NAS]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NAT","Brazil","Augusto Severo","-5.91","-35.25","Natal [NAT]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NAU","French Polynesia","Napuka","-14.18","-141.27","Napuka Island [NAU]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NAW","Thailand","Narathiwat","6.52","101.74","Narathiwat [NAW]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NBC","United States","Beaufort Mcas","32.48","-80.72","Beaufort [NBC]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NBG","United States","New Orleans Nas Jrb","29.83","-90.04","New Orleans [NBG]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NBO","Kenya","Nairobi","-1.32","36.93","Nairobi [NBO]","degrees N and E","amee/defra 2008"
"NBX","Indonesia","Nabire","-3.37","135.5","Nabire [NBX]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NCA","Turks and Caicos","North Caicos","21.92","-71.94","North Caicos [NCA]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NCE","France","Cote D Azur/Monaco","43.66","7.22","Nice [NCE]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NCL","United Kingdom","Newcastle","55.04","-1.69","Newcastle [NCL]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NCS","South Africa","Newcastle","-27.77","29.98","Newcastle [NCS]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NCU","Uzbekistan","Nukus","42.49","59.62","Nukus [NCU]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NCY","France","Meythet","45.93","6.1","Annecy [NCY]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NDB","Mauritania","Nouadhibou","20.93","-17.03","Nouadhibou [NDB]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NDE","Kenya","Mandera","3.93","41.84","Mandera [NDE]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NDJ","Chad","Ndjamena","12.13","15.03","N'Djamena [NDJ]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NDL","Central African Republic","Ndele","8.43","20.64","N'Dele [NDL]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NEL","United States","Lakehurst Naes","40.03","-74.35","Lakehurst [NEL]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NFL","United States","Fallon Nas","39.42","-118.7","Fallon [NFL]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NGB","China","Lishe","29.82","121.47","Ninbo [NGB]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NGE","Cameroon","Ngaoundere","7.36","13.56","N'Gaoundere [NGE]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NGF","United States","Kaneohe Bay Mcaf","21.45","-157.77","Kaneohe Bay [NGF]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NGO","Japan","Nagoya","35.26","136.92","Nagoya [NGO]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NGS","Japan","Nagasaki","32.92","129.92","Nagasaki [NGS]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NGU","United States","Norfolk Ns","36.94","-76.29","Norfolk [NGU]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NGV","Angola","Ngiva","-17.04","15.69","N'Giva [NGV]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NHA","Vietnam","Nha Trang Airport","12.22","109.2","Nhatrang [NHA]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NHK","United States","Patuxent River Nas","38.29","-76.41","Patuxent River [NHK]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NHT","United Kingdom","Northolt Raf","51.55","-0.42","Northolt [NHT]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NHV","French Polynesia","Nuku Hiva","-8.8","-140.23","Nuku Hiva [NHV]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NID","United States","China Lake Naws","35.69","-117.69","China [NID]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NIM","Niger","Diori Hamani","13.48","2.18","Niamey [NIM]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NIP","United States","Jacksonville Nas","30.24","-81.68","Jacksonville [NIP]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NIT","France","Souche","46.31","-0.4","Niort [NIT]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NIX","Mali","Nioro","15.24","-9.58","Nioro [NIX]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NJC","Russia","Nizhnevartovsk","60.95","76.47","Nizhnevartovsk [NJC]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NJK","United States","El Centro Naf","32.83","-115.67","El Centro [NJK]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NKC","Mauritania","Nouakchott","18.1","-15.95","Nouakschott [NKC]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NKG","China","Lu Kou Airport","31.74","118.86","Nanjing [NKG]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NKT","United States","Cherry Point Mcas","34.9","-76.88","Cherry Point [NKT]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NKX","United States","Miramar Mcas","32.87","-117.14","Miramar [NKX]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NLA","Zambia","Ndola","-13","28.66","Ndola [NLA]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NLC","United States","Lemoore Nas","36.33","-119.95","Lemoore [NLC]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NLD","Mexico","Quetzalcoatl International","27.44","-99.57","Nuevo Laredo [NLD]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NLK","Norfolk Island","Norfolk Island International","-29.04","167.94","Burnt Pine [NLK]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NLO","Zaire","Kinshasa Ndolo","-4.32","15.33","Kinshasa [NLO]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NLP","South Africa","Nelspruit","-25.5","30.91","Nelspruit [NLP]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NMB","India","Daman","20.44","72.84","Daman [NMB]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NMM","United States","Meridian Nas","32.55","-88.56","Meridian [NMM]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NNA","Morocco","Kenitra","34.3","-6.6","Kentira [NNA]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NNG","China","Wuxu","22.61","108.17","Nanning [NNG]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NOB","Costa Rica","Nosara","9.98","-85.65","Nosara Beach [NOB]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NOC","Ireland","Connaught","53.91","-8.82","Connaught [NOC]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NOG","Mexico","Nogales International","31.23","-110.98","Nogales [NOG]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"None","Myanmar (Burma)","Naypyidaw Airport","19.62","96.2","Naypyidaw [None]","degrees N and E","amee/defra 2008"
"NOP","Philippines","Mactan International","10.31","123.98","Masbate [NOP]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NOS","Madagascar","Nosy Be Fascene","-13.31","48.31","Nosy-Be [NOS]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NOU","New Caledonia","La Tontouta","-22.01","166.21","Noumea [NOU]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NOV","Angola","Huambo","-12.81","15.76","Huambo [NOV]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NOW","United States","Port Angeles Cgas","48.14","-123.41","Port Angeles [NOW]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NPA","United States","Pensacola Nas","30.35","-87.32","Pensacola [NPA]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NPL","New Zealand","New Plymouth","-39.01","174.18","New Plymouth [NPL]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NQA","United States","Millington Municipal","35.36","-89.87","Millington [NQA]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NQI","United States","Kingsville Nas","27.51","-97.81","Kingsville [NQI]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NQN","Argentina","Presidente Peron","-38.95","-68.16","Neuquen [NQN]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NQX","United States","Key West Nas","24.58","-81.69","Key West [NQX]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NQY","United Kingdom","St Mawgan","50.44","-5","Newquay [NQY]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NRD","Germany","Norderney","53.71","7.23","Norderney [NRD]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NRK","Sweden","Kungsangen","58.59","16.25","Norrkoeping [NRK]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NRR","Puerto Rico","Roosevelt Roads Ns","18.25","-65.64","Roosevelt Roads [NRR]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NRT","Japan","New Tokyo International","35.76","140.39","Tokyo [NRT]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NSE","United States","Whiting Field Nas North","30.72","-87.02","Milton [NSE]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NSN","New Zealand","Nelson","-41.3","173.22","Nelson [NSN]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NST","Thailand","Cha Ian","8.47","99.96","Nakhon Si Thammarat [NST]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NSY","Italy","Sigonella","37.4","14.92","Sigonella [NSY]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NTD","United States","Point Mugu Nas","34.12","-119.12","Point Mugu [NTD]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NTE","France","Nantes Atlantique","47.15","-1.61","Nantes [NTE]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NTK","United States","Tustin Mcaf","33.71","-117.83","Tustin [NTK]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NTL","Australia","Newcastle Airport","-32.8","151.83","Newcastle [NTL]","degrees N and E","amee/defra 2008"
"NTR","Mexico","Del Norte International","25.87","-100.24","Monterrey [NTR]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NTU","United States","Oceana Nas","36.82","-76.03","Oceana [NTU]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NTY","South Africa","Pilanesberg","-25.33","27.17","Pilanesberg [NTY]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NUE","Germany","Nuremberg","49.5","11.08","Nuremberg [NUE]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NUQ","United States","Moffett Federal Air Field","37.42","-122.05","Mountain View [NUQ]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NUW","United States","Whidbey Island Nas","48.35","-122.66","Whidbey Island [NUW]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NVA","Colombia","Benito Salas","2.95","-75.29","Neiva [NVA]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NVS","France","Fourchambault","47","3.11","Nevers [NVS]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NVT","Brazil","Navegantes Itajai","-26.88","-48.65","Navegantes [NVT]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NWA","Comoros Islands","Moheli Bandar Es Salam","-12.3","43.77","Moheli [NWA]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NWI","United Kingdom","Norwich","52.68","1.28","Norwich [NWI]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NXP","United States","Twentynine Palms Eaf","34.3","-116.16","Twenty Nine Palms [NXP]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NXX","United States","Willow Grove Nas Jrb","40.2","-75.15","Willow Grove [NXX]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NYE","Kenya","Nyeri","-0.37","36.98","Nyeri [NYE]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NYG","United States","Quantico Mcaf","38.5","-77.31","Quantico [NYG]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NYI","Ghana","Sunyani","7.36","-2.33","Sunyani [NYI]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NYK","Kenya","Nanyuki","-0.06","37.04","Nanyuki [NYK]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NYO","Sweden","Skavsta","58.79","16.91","Stockholm [NYO]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NZC","United States","Cecil Field","30.22","-81.88","Jacksonville [NZC]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NZE","Guinea","Nzerekore","7.81","-8.7","N'Zerekore [NZE]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"NZY","United States","North Island Nas","32.7","-117.22","San Diego [NZY]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"OAJ","United States","New River Mcas","34.71","-77.44","Jacksonville [OAJ]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"OAK","United States","Metropolitan Oakland International","37.72","-122.22","Oakland [OAK]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"OAM","New Zealand","Oamaru","-44.97","171.08","Oamaru [OAM]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"OAX","Mexico","Xoxocotlan International","17","-96.73","Oaxaca [OAX]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"OBF","Germany","Oberpfaffenhofen","48.08","11.28","Oberpfaffenhofen [OBF]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"OBO","Japan","Obihiro","42.73","143.22","Obihiro [OBO]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"OBS","France","Vals Lanas","44.54","4.37","Aubenas-Vals-Lanas [OBS]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"OCC","Ecuador","Francisco De Orellana","-0.46","-76.99","Coca [OCC]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"OCJ","Jamaica","Boscobel","18.4","-76.97","Ocho Rios [OCJ]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"OCV","Colombia","Aguas Claras","8.31","-73.36","Ocana [OCV]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"ODB","Spain","Cordoba","37.84","-4.85","Cordoba [ODB]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"ODE","Denmark","Odense","55.48","10.33","Odense [ODE]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"ODH","United Kingdom","Odiham","51.23","-0.94","Odiham [ODH]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"ODS","Ukraine","Odesa","46.43","30.68","Odessa [ODS]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"OER","Sweden","Ornskoldsvik","63.41","18.99","Ornskoldsvik [OER]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"OFF","United States","Offutt Air Force Base","41.12","-95.91","Omaha [OFF]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"OGG","United States","Kahului","20.9","-156.43","Kahului [OGG]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"OGN","Japan","Yonaguni","24.47","122.98","Yonaguni Jima [OGN]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"OGS","United States","Ogdensburg International","44.68","-75.47","Ogdensburg [OGS]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"OGX","Algeria","Ouargla","31.92","5.41","Ouargla [OGX]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"OHD","Macedonia","Ohrid","41.18","20.74","Ohrid [OHD]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"OIM","Japan","Oshima","34.78","139.36","Oshima [OIM]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"OIT","Japan","Oita","33.48","131.74","Oita [OIT]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"OKA","Japan","Naha","26.2","127.65","Naha [OKA]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"OKC","United States","Will Rogers World","35.39","-97.6","Oklahoma City [OKC]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"OKI","Japan","Oki","36.18","133.32","Oki Island [OKI]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"OKJ","Japan","Okayama","34.76","133.86","Okayama [OKJ]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"OKN","Gabon","Okondja","-0.67","13.67","Okondja [OKN]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"OKO","Japan","Yokota Ab","35.75","139.35","Yokota [OKO]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"OLA","Norway","Orland","63.7","9.6","Orland [OLA]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"OLB","Italy","Olbia Costa Smeralda","40.9","9.52","Olbia [OLB]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"OLI","United States","Oliktok Lrrs","70.5","-149.88","Oliktok Point [OLI]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"OLM","United States","Olympia Regional Airport","46.97","-122.9","Olympia [OLM]","degrees N and E","amee/defra 2008"
"OLS","United States","Nogales International","31.42","-110.85","Nogales [OLS]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"OMA","United States","Eppley Air Field","41.3","-95.89","Omaha [OMA]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"OMB","Gabon","Omboue Hopital","-1.57","9.26","Omboue Hospial [OMB]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"OME","United States","Nome","64.51","-165.45","Nome [OME]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"OMF","Jordan","King Hussein","32.36","36.26","Mafraq [OMF]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"OMO","Bosnia and Herzegovina","Mostar","43.28","17.85","Mostar [OMO]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"OMR","Romania","Oradea","47.03","21.9","Oradea [OMR]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"OMS","Russia","Tsentralny","54.97","73.31","Omsk [OMS]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"ONT","United States","Ontario International","34.06","-117.6","Ontario [ONT]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"OOL","Australia","Gold Coast Coolangatta","-28.16","153.5","Coolangatta [OOL]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"OPA","Iceland","Kopasker","66.31","-16.46","Kopasker [OPA]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"OPF","United States","Opa Locka","25.91","-80.28","Miami [OPF]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"OPO","Portugal","Porto","41.25","-8.68","Porto [OPO]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"ORA","Argentina","Oran","-23.15","-64.33","Oran [ORA]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"ORB","Sweden","Orebro","59.22","15.04","Orebro [ORB]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"ORD","United States","Chicago Ohare International","41.98","-87.9","Chicago [ORD]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"ORE","France","Bricy","47.99","1.76","Orleans [ORE]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"ORF","United States","Norfolk International","36.89","-76.2","Norfolk [ORF]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"ORG","Suriname","Zorg En Hoop","5.81","-55.19","Paramaribo [ORG]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"ORK","Ireland","Cork","51.84","-8.49","Cork [ORK]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"ORL","United States","Executive","28.55","-81.33","Orlando [ORL]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"ORN","Algeria","Es Senia","35.62","-0.62","Oran [ORN]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"ORP","Botswana","Orapa","-21.27","25.32","Orapa [ORP]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"ORT","United States","Northway","62.96","-141.93","Northway [ORT]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"ORW","Pakistan","Ormara","25.27","64.59","Ormara [ORW]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"ORY","France","Orly","48.73","2.36","Paris [ORY]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"OSD","Sweden","Froson","63.19","14.5","Ostersund [OSD]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"OSI","Croatia","Osijek","45.46","18.81","Osijek [OSI]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"OSK","Sweden","Oskarshamn","57.35","16.5","Oskarshamn [OSK]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"OSL","Norway","Oslo Gardermoen","60.19","11.1","Oslo [OSL]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"OSN","South Korea","Osan Ab","37.09","127.03","Osan [OSN]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"OSP","Poland","Redzikowo","54.48","17.11","Slupsk [OSP]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"OSR","Czech Republic","Mosnov","49.7","18.11","Ostrava [OSR]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"OSS","Kyrgyzstan","Osh","40.61","72.79","Osh [OSS]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"OST","Belgium","Oostende","51.2","2.86","Ostend [OST]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"OTP","Romania","Otopeni","44.57","26.1","Bucharest [OTP]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"OTR","Costa Rica","Coto 47","8.6","-82.97","Coto 47 [OTR]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"OTU","Colombia","Otu","7.01","-74.72","Otu [OTU]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"OTZ","United States","Ralph Wien Memorial","66.88","-162.6","Kotzebue [OTZ]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"OUA","Burkina Faso","Ouagadougou","12.35","-1.51","Ouagadougou [OUA]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"OUD","Morocco","Angads","34.79","-1.92","Oujda [OUD]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"OUE","Congo","Ouesso","1.62","16.04","Ouesso [OUE]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"OUK","United Kingdom","Outer Skerries Airport","60.42","-0.77","Out Skerries (Scotland) [OUK]","degrees N and E","amee/defra 2008"
"OUL","Finland","Oulu","64.93","25.35","Oulu [OUL]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"OUR","Cameroon","Batouri","4.47","14.36","Batouri [OUR]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"OVD","Spain","Asturias","43.56","-6.03","Aviles [OVD]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"OXF","United Kingdom","Kidlington","51.84","-1.32","Oxford [OXF]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"OYE","Gabon","Oyem","1.54","11.58","Oyem [OYE]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"OYL","Kenya","Moyale Lower","3.47","39.1","Moyale Lower [OYL]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"OZP","Spain","Moron Ab","37.17","-5.62","Sevilla [OZP]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"OZZ","Morocco","Ouarzazate","30.94","-6.91","Ouarzazate [OZZ]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PAB","India","Bilaspur","21.99","82.11","Bilaspur [PAB]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PAC","Panama","Marcos A Gelabert International","8.97","-79.56","Panama [PAC]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PAD","Germany","Paderborn Lippstadt","51.61","8.62","Paderborn [PAD]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PAE","United States","Snohomish County","47.91","-122.28","Everett [PAE]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PAM","United States","Tyndall Air Force Base","30.07","-85.58","Panama City [PAM]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PAN","Thailand","Pattani","6.79","101.15","Pattani [PAN]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PAP","Haiti","Port Au Prince International","18.58","-72.29","Port-Au-Prince [PAP]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PAQ","United States","Palmer Municipal","61.59","-149.09","Palmer [PAQ]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PAT","India","Patna","25.59","85.09","Patina [PAT]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PAV","Brazil","Paulo Afonso","-9.4","-38.25","Paulo Alfonso [PAV]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PAZ","Mexico","Tajin","20.6","-97.46","Poza Rico [PAZ]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PBC","Mexico","Hermanos Serdan International","19.16","-98.37","Puebla [PBC]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PBD","India","Porbandar","21.65","69.66","Porbandar [PBD]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PBF","United States","Grider Field","34.17","-91.93","Pine Bluff [PBF]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PBG","United States","Plattsburgh International","44.65","-73.47","Plattsburgh [PBG]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PBH","Bhutan","Paro","27.4","89.43","Paro [PBH]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PBI","United States","Palm Beach International","26.68","-80.1","West Palm Beach [PBI]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PBL","Venezuela","General Bartolome Salom International","10.48","-68.07","Puerto Cabello [PBL]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PBM","Suriname","Johan A Pengel International","5.45","-55.19","Zandery [PBM]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
