manufacturer,model,description,transmission,engineCapacity,fuelType,kgCO2PerKm,source,algorithm
PEUGEOT,307 Estate / SW,2.0 HDi FAP (136 bhp) SW,M6,1997,Diesel,0.148,http://www.vcacarfueldata.org.uk/downloads/latest.asp 27 February 2007,1.15*value*user_distance_km
PEUGEOT,307 Estate / SW,1.6 (110 bhp),M5,1587,Petrol,0.178,http://www.vcacarfueldata.org.uk/downloads/latest.asp 27 February 2007,1.15*value*user_distance_km
PEUGEOT,307 Estate / SW,1.6 (110 bhp) SW,A4,1587,Petrol,0.194,http://www.vcacarfueldata.org.uk/downloads/latest.asp 17 February 2006,1.15*value*user_distance_km
PEUGEOT,407 Coupé,2.7 HDi FAP (205 bhp),A6,2720,Diesel,0.226,http://www.vcacarfueldata.org.uk/downloads/latest.asp 17 February 2006,1.15*value*user_distance_km
PEUGEOT,407 Coupé,2.2 (163 bhp),M6,2230,Petrol,0.219,http://www.vcacarfueldata.org.uk/downloads/latest.asp 17 February 2006,1.15*value*user_distance_km
PEUGEOT,407 Coupé,3.0 (211 bhp),M6,2946,Petrol,0.242,http://www.vcacarfueldata.org.uk/downloads/latest.asp 17 February 2006,1.15*value*user_distance_km
PEUGEOT,407 Coupé,3.0 (211 bhp),A6,2946,Petrol,0.242,http://www.vcacarfueldata.org.uk/downloads/latest.asp 17 February 2006,1.15*value*user_distance_km
PEUGEOT,407 Saloon,1.6 HDi FAP (110 bhp),M5,1560,Diesel,0.140,http://www.vcacarfueldata.org.uk/downloads/latest.asp 05 December 2006,1.15*value*user_distance_km
PEUGEOT,407 Saloon,2.0 HDi FAP (136 bhp),M6,1997,Diesel,0.155,http://www.vcacarfueldata.org.uk/downloads/latest.asp 25 February 2005,1.15*value*user_distance_km
PEUGEOT,407 Saloon,2.0 HDi FAP (136 bhp),A6,1997,Diesel,0.189,http://www.vcacarfueldata.org.uk/downloads/latest.asp 07 November 2005,1.15*value*user_distance_km
PEUGEOT,407 Saloon,2.2 HDi FAP (170 bhp),M6,2179,Diesel,0.160,http://www.vcacarfueldata.org.uk/downloads/latest.asp 02 May 2006,1.15*value*user_distance_km
PEUGEOT,407 Saloon,2.7 HDi FAP (205 bhp),A6,2720,Diesel,0.223,http://www.vcacarfueldata.org.uk/downloads/latest.asp 02 May 2006,1.15*value*user_distance_km
PEUGEOT,407 Saloon,1.8 (125 bhp),M5,1749,Petrol,0.181,http://www.vcacarfueldata.org.uk/downloads/latest.asp 16 November 2006,1.15*value*user_distance_km
PEUGEOT,407 Saloon,2.0 (143 bhp),M5,1997,Petrol,0.192,http://www.vcacarfueldata.org.uk/downloads/latest.asp 07 November 2005,1.15*value*user_distance_km
PEUGEOT,407 Saloon,2.0 (143 bhp),A4,1997,Petrol,0.204,http://www.vcacarfueldata.org.uk/downloads/latest.asp 07 November 2005,1.15*value*user_distance_km
PEUGEOT,407 Saloon,2.2 (163 bhp),M6,2230,Petrol,0.214,http://www.vcacarfueldata.org.uk/downloads/latest.asp 16 November 2006,1.15*value*user_distance_km
PEUGEOT,407 Saloon,3.0 V6 (211 bhp),A6,2946,Petrol,0.233,http://www.vcacarfueldata.org.uk/downloads/latest.asp 25 February 2005,1.15*value*user_distance_km
PEUGEOT,407 SW,1.6 HDi FAP (110 bhp),M5,1560,Diesel,0.148,http://www.vcacarfueldata.org.uk/downloads/latest.asp 25 February 2005,1.15*value*user_distance_km
PEUGEOT,407 SW,2.0 HDi FAP (136 bhp),M6,1997,Diesel,0.159,http://www.vcacarfueldata.org.uk/downloads/latest.asp 25 February 2005,1.15*value*user_distance_km
PEUGEOT,407 SW,2.0 HDi FAP (136 bhp),A6,1997,Diesel,0.192,http://www.vcacarfueldata.org.uk/downloads/latest.asp 07 November 2005,1.15*value*user_distance_km
PEUGEOT,407 SW,2.2 HDi FAP (170 bhp),M6,2179,Diesel,0.165,http://www.vcacarfueldata.org.uk/downloads/latest.asp 02 May 2006,1.15*value*user_distance_km
PEUGEOT,407 SW,2.7 HDi FAP (205 bhp),A6,2720,Diesel,0.226,http://www.vcacarfueldata.org.uk/downloads/latest.asp 02 May 2006,1.15*value*user_distance_km
PEUGEOT,407 SW,1.8 (125 bhp),M5,1749,Petrol,0.184,http://www.vcacarfueldata.org.uk/downloads/latest.asp 16 November 2006,1.15*value*user_distance_km
PEUGEOT,407 SW,2.0 (143 bhp),M5,1997,Petrol,0.196,http://www.vcacarfueldata.org.uk/downloads/latest.asp 17 November 2005,1.15*value*user_distance_km
PEUGEOT,407 SW,2.0 (143 bhp),A4,1997,Petrol,0.208,http://www.vcacarfueldata.org.uk/downloads/latest.asp 07 November 2005,1.15*value*user_distance_km
PEUGEOT,407 SW,2.2 (163 bhp),M6,2230,Petrol,0.219,http://www.vcacarfueldata.org.uk/downloads/latest.asp 07 November 2005,1.15*value*user_distance_km
PEUGEOT,407 SW,3.0 V6 (211 bhp),A6,2946,Petrol,0.236,http://www.vcacarfueldata.org.uk/downloads/latest.asp 25 February 2005,1.15*value*user_distance_km
PEUGEOT,Expert Tepee,1.6 HDi (90 bhp) Comfort L1 5/6 Seats,M5,1560,Diesel,0.191,http://www.vcacarfueldata.org.uk/downloads/latest.asp 27 February 2007,1.15*value*user_distance_km
PEUGEOT,Expert Tepee,1.6 HDi (90 bhp) Comfort L2 5/6 Seats,M5,1560,Diesel,0.198,http://www.vcacarfueldata.org.uk/downloads/latest.asp 27 February 2007,1.15*value*user_distance_km
PEUGEOT,Expert Tepee,1.6 HDi (90 bhp) Comfort L1 8/9 Seats,M5,1560,Diesel,0.198,http://www.vcacarfueldata.org.uk/downloads/latest.asp 27 February 2007,1.15*value*user_distance_km
PEUGEOT,Expert Tepee,1.6 HDi (90 bhp) Comfort L2 8/9 Seats,M5,1560,Diesel,0.198,http://www.vcacarfueldata.org.uk/downloads/latest.asp 27 February 2007,1.15*value*user_distance_km
PEUGEOT,Expert Tepee,2.0 HDi (120 bhp) Comfort L1 5/6 Seats,M6,1997,Diesel,0.194,http://www.vcacarfueldata.org.uk/downloads/latest.asp 08 March 2007,1.15*value*user_distance_km
PEUGEOT,Expert Tepee,2.0 HDi (120 bhp) Comfort L2 5/6 Seats,M6,1997,Diesel,0.196,http://www.vcacarfueldata.org.uk/downloads/latest.asp 08 March 2007,1.15*value*user_distance_km
PEUGEOT,Expert Tepee,2.0 HDi (120 bhp) Comfort L1 8/9 Seats,M6,1997,Diesel,0.198,http://www.vcacarfueldata.org.uk/downloads/latest.asp 08 March 2007,1.15*value*user_distance_km
PEUGEOT,Expert Tepee,2.0 HDi (120 bhp) Comfort L2 8/9 Seats,M6,1997,Diesel,0.198,http://www.vcacarfueldata.org.uk/downloads/latest.asp 08 March 2007,1.15*value*user_distance_km
PEUGEOT,Expert Tepee,2.0 HDi (120 bhp) Leisure L1 8/9 Seats,M6,1997,Diesel,0.198,http://www.vcacarfueldata.org.uk/downloads/latest.asp 08 March 2007,1.15*value*user_distance_km
PEUGEOT,Expert Tepee,2.0 HDi (120 bhp) Leisure L2 8/9 Seats,M6,1997,Diesel,0.198,http://www.vcacarfueldata.org.uk/downloads/latest.asp 08 March 2007,1.15*value*user_distance_km
PEUGEOT,New Partner Combi,1.6 HDi (90 bhp),M5,1560,Diesel,0.140,http://www.vcacarfueldata.org.uk/downloads/latest.asp 13 April 2007,1.15*value*user_distance_km
PORSCHE,911,Carrera Coupé 6-speed,M6,3596,Petrol,0.266,http://www.vcacarfueldata.org.uk/downloads/latest.asp 03 October 2005,1.15*value*user_distance_km
PORSCHE,911,Carrera Coupé Tiptronic S,A5,3596,Petrol,0.270,http://www.vcacarfueldata.org.uk/downloads/latest.asp 03 October 2005,1.15*value*user_distance_km
PORSCHE,911,Carrera Cabriolet 6-speed,M6,3596,Petrol,0.270,http://www.vcacarfueldata.org.uk/downloads/latest.asp 09 March 2006,1.15*value*user_distance_km
PORSCHE,911,Carrera Cabriolet Tiptronic S,A5,3596,Petrol,0.275,http://www.vcacarfueldata.org.uk/downloads/latest.asp 09 March 2006,1.15*value*user_distance_km
PORSCHE,911,Carrera S Coupé 6-speed,M6,3824,Petrol,0.277,http://www.vcacarfueldata.org.uk/downloads/latest.asp 03 October 2005,1.15*value*user_distance_km
PORSCHE,911,Carrera S Coupé Tiptronic S,A5,3824,Petrol,0.283,http://www.vcacarfueldata.org.uk/downloads/latest.asp 03 October 2005,1.15*value*user_distance_km
PORSCHE,911,Carrera S Cabriolet 6-speed,M6,3824,Petrol,0.280,http://www.vcacarfueldata.org.uk/downloads/latest.asp 09 March 2006,1.15*value*user_distance_km
PORSCHE,911,Carrera S Cabriolet Tiptronic S,A5,3824,Petrol,0.283,http://www.vcacarfueldata.org.uk/downloads/latest.asp 03 October 2005,1.15*value*user_distance_km
PORSCHE,911,Carrera 4 Coupé 6-speed,M6,3596,Petrol,0.272,http://www.vcacarfueldata.org.uk/downloads/latest.asp 03 October 2005,1.15*value*user_distance_km
PORSCHE,911,Carrera 4 Coupé Tiptronic S,A5,3596,Petrol,0.280,http://www.vcacarfueldata.org.uk/downloads/latest.asp 03 October 2005,1.15*value*user_distance_km
PORSCHE,911,Carrera 4 Cabriolet 6-speed,M6,3596,Petrol,0.272,http://www.vcacarfueldata.org.uk/downloads/latest.asp 03 October 2005,1.15*value*user_distance_km
PORSCHE,911,Carrera 4 Cabriolet Tiptronic S,A5,3596,Petrol,0.280,http://www.vcacarfueldata.org.uk/downloads/latest.asp 03 October 2005,1.15*value*user_distance_km
PORSCHE,911,Carrera 4S Coupé 6-speed,M6,3824,Petrol,0.285,http://www.vcacarfueldata.org.uk/downloads/latest.asp 03 October 2005,1.15*value*user_distance_km
PORSCHE,911,Carrera 4S Coupé Tiptronic S,A5,3824,Petrol,0.286,http://www.vcacarfueldata.org.uk/downloads/latest.asp 03 October 2005,1.15*value*user_distance_km
PORSCHE,911,Carrera 4S Cabriolet 6-speed,M6,3824,Petrol,0.285,http://www.vcacarfueldata.org.uk/downloads/latest.asp 03 October 2005,1.15*value*user_distance_km
PORSCHE,911,Carrera 4S Cabriolet Tiptronic S,A5,3824,Petrol,0.286,http://www.vcacarfueldata.org.uk/downloads/latest.asp 03 October 2005,1.15*value*user_distance_km
PORSCHE,911,Turbo Tiptronic S,A5,3600,Petrol,0.326,http://www.vcacarfueldata.org.uk/downloads/latest.asp 08 May 2006,1.15*value*user_distance_km
PORSCHE,911,Turbo 6 speed,M6,3600,Petrol,0.307,http://www.vcacarfueldata.org.uk/downloads/latest.asp 08 May 2006,1.15*value*user_distance_km
PORSCHE,911,GT3 6-speed,M6,3600,Petrol,0.307,http://www.vcacarfueldata.org.uk/downloads/latest.asp 27 March 2007,1.15*value*user_distance_km
PORSCHE,911,GT3 RS 6-speed,M6,3600,Petrol,0.307,http://www.vcacarfueldata.org.uk/downloads/latest.asp 27 March 2007,1.15*value*user_distance_km
PORSCHE,911,Targa 4 Tiptronic S,A5,3596,Petrol,0.280,http://www.vcacarfueldata.org.uk/downloads/latest.asp 17 October 2006,1.15*value*user_distance_km
PORSCHE,911,Targa 4S Tiptronic S,A5,3824,Petrol,0.286,http://www.vcacarfueldata.org.uk/downloads/latest.asp 17 October 2006,1.15*value*user_distance_km
PORSCHE,911,Targa 4 6-speed,M6,3596,Petrol,0.272,http://www.vcacarfueldata.org.uk/downloads/latest.asp 27 March 2007,1.15*value*user_distance_km
PORSCHE,911,Targa 4S 6-speed,M6,3824,Petrol,0.285,http://www.vcacarfueldata.org.uk/downloads/latest.asp 27 March 2007,1.15*value*user_distance_km
PORSCHE,Boxster,5-Speed VarioCam Plus,M5,2687,Petrol,0.222,http://www.vcacarfueldata.org.uk/downloads/latest.asp 19 July 2006,1.15*value*user_distance_km
PORSCHE,Boxster,6-Speed VarioCam Plus,M6,2687,Petrol,0.227,http://www.vcacarfueldata.org.uk/downloads/latest.asp 19 July 2006,1.15*value*user_distance_km
PORSCHE,Boxster,Tiptronic S VarioCam Plus,A5,2687,Petrol,0.242,http://www.vcacarfueldata.org.uk/downloads/latest.asp 19 July 2006,1.15*value*user_distance_km
PORSCHE,Boxster S,6-Speed VarioCam Plus,M6,3387,Petrol,0.254,http://www.vcacarfueldata.org.uk/downloads/latest.asp 19 July 2006,1.15*value*user_distance_km
PORSCHE,Boxster S,Tiptronic S VarioCam Plus,A5,3387,Petrol,0.262,http://www.vcacarfueldata.org.uk/downloads/latest.asp 19 July 2006,1.15*value*user_distance_km
PORSCHE,Cayenne,6-speed,M6,3598,Petrol,0.310,http://www.vcacarfueldata.org.uk/downloads/latest.asp 12 February 2007,1.15*value*user_distance_km
PORSCHE,Cayenne,Tiptronic S,A6,3598,Petrol,0.310,http://www.vcacarfueldata.org.uk/downloads/latest.asp 23 February 2007,1.15*value*user_distance_km
PORSCHE,Cayenne S,6-speed,M6,4806,Petrol,0.358,http://www.vcacarfueldata.org.uk/downloads/latest.asp 12 February 2007,1.15*value*user_distance_km
PORSCHE,Cayenne S,Tiptronic S,A6,4806,Petrol,0.329,http://www.vcacarfueldata.org.uk/downloads/latest.asp 12 February 2007,1.15*value*user_distance_km
PORSCHE,Cayenne Turbo,Tiptronic S,A6,4806,Petrol,0.358,http://www.vcacarfueldata.org.uk/downloads/latest.asp 12 February 2007,1.15*value*user_distance_km
PORSCHE,Cayenne Turbo S,Tiptronic S,A6,4511,Petrol,0.378,http://www.vcacarfueldata.org.uk/downloads/latest.asp 12 January 2006,1.15*value*user_distance_km
PORSCHE,Cayman,Tiptronic S,A5,2687,Petrol,0.242,http://www.vcacarfueldata.org.uk/downloads/latest.asp 19 July 2006,1.15*value*user_distance_km
PORSCHE,Cayman,5-speed ,M5,2687,Petrol,0.222,http://www.vcacarfueldata.org.uk/downloads/latest.asp 27 March 2007,1.15*value*user_distance_km
PORSCHE,Cayman,6-speed ,M6,2687,Petrol,0.227,http://www.vcacarfueldata.org.uk/downloads/latest.asp 27 March 2007,1.15*value*user_distance_km
PORSCHE,Cayman S,6-speed,M6,3386,Petrol,0.254,http://www.vcacarfueldata.org.uk/downloads/latest.asp 23 February 2007,1.15*value*user_distance_km
PORSCHE,Cayman S,Tiptronic S,A5,3386,Petrol,0.262,http://www.vcacarfueldata.org.uk/downloads/latest.asp 03 October 2005,1.15*value*user_distance_km
PROTON,GEN-2,1.3,MT,1332,Petrol,0.164,http://www.vcacarfueldata.org.uk/downloads/latest.asp 18 January 2007,1.15*value*user_distance_km
PROTON,GEN-2,1.6,MT,1597,Petrol,0.172,http://www.vcacarfueldata.org.uk/downloads/latest.asp 18 January 2007,1.15*value*user_distance_km
PROTON,GEN-2,1.6 Auto,AT,1597,Petrol,0.176,http://www.vcacarfueldata.org.uk/downloads/latest.asp 18 January 2007,1.15*value*user_distance_km
PROTON,Impian,1600,M5,1597,Petrol,0.167,http://www.vcacarfueldata.org.uk/downloads/latest.asp 18 January 2007,1.15*value*user_distance_km
PROTON,Impian,1600,A4,1597,Petrol,0.172,http://www.vcacarfueldata.org.uk/downloads/latest.asp 18 January 2007,1.15*value*user_distance_km
PROTON,Satria Neo,1.3,5MT,1332,Petrol,0.168,http://www.vcacarfueldata.org.uk/downloads/latest.asp 18 January 2007,1.15*value*user_distance_km
PROTON,Satria Neo,1.6,5MT,1597,Petrol,0.157,http://www.vcacarfueldata.org.uk/downloads/latest.asp 18 January 2007,1.15*value*user_distance_km
PROTON,Satria Neo,1.6 Auto,4AT,1597,Petrol,0.177,http://www.vcacarfueldata.org.uk/downloads/latest.asp 18 January 2007,1.15*value*user_distance_km
PROTON,Savvy,1.2,5MT,1149,Petrol,0.134,http://www.vcacarfueldata.org.uk/downloads/latest.asp 18 January 2007,1.15*value*user_distance_km
PROTON,Savvy,1.2 AMT,5 AMT,1149,Petrol,0.134,http://www.vcacarfueldata.org.uk/downloads/latest.asp 18 January 2007,1.15*value*user_distance_km
RENAULT,Clio,1.5 dCi 68,M5,1461,Diesel,0.120,http://www.vcacarfueldata.org.uk/downloads/latest.asp 23 April 2007,1.15*value*user_distance_km
RENAULT,Clio,1.5 dCi 86,M5,1461,Diesel,0.117,http://www.vcacarfueldata.org.uk/downloads/latest.asp 05 October 2005,1.15*value*user_distance_km
RENAULT,Clio,1.5 dCi 86 Quickshift,M5/s,1461,Diesel,0.118,http://www.vcacarfueldata.org.uk/downloads/latest.asp 04 May 2007,1.15*value*user_distance_km
RENAULT,Clio,1.5 dCi 106,M6,1461,Diesel,0.123,http://www.vcacarfueldata.org.uk/downloads/latest.asp 05 October 2005,1.15*value*user_distance_km
RENAULT,Clio,1.2 16V 75,M5,1149,Petrol,0.139,http://www.vcacarfueldata.org.uk/downloads/latest.asp 07 September 2006,1.15*value*user_distance_km
RENAULT,Clio,1.2 16V 75 Quickshift,M5/s,1149,Petrol,0.133,http://www.vcacarfueldata.org.uk/downloads/latest.asp 04 May 2007,1.15*value*user_distance_km
RENAULT,Clio,1.2 TCE 100,M5,1149,Petrol,0.139,http://www.vcacarfueldata.org.uk/downloads/latest.asp 04 May 2007,1.15*value*user_distance_km
RENAULT,Clio,1.4 16V 98,M5,1390,Petrol,0.158,http://www.vcacarfueldata.org.uk/downloads/latest.asp 21 October 2005,1.15*value*user_distance_km
RENAULT,Clio,1.6 VVT 111,M5,1598,Petrol,0.157,http://www.vcacarfueldata.org.uk/downloads/latest.asp 05 October 2005,1.15*value*user_distance_km
RENAULT,Clio,1.6 VVT 111,A4,1598,Petrol,0.179,http://www.vcacarfueldata.org.uk/downloads/latest.asp 05 October 2005,1.15*value*user_distance_km
RENAULT,Clio,RenaultSport 197,M6,1998,Petrol,0.199,http://www.vcacarfueldata.org.uk/downloads/latest.asp 26 February 2007,1.15*value*user_distance_km
RENAULT,Clio,Dynamique S 138 2.0 VVT,M6,1997,Petrol,0.173,http://www.vcacarfueldata.org.uk/downloads/latest.asp 15 December 2006,1.15*value*user_distance_km
RENAULT,Clio,Dynamique S 138 2.0 VVT AUTO,A4,1997,Petrol,0.187,http://www.vcacarfueldata.org.uk/downloads/latest.asp 04 May 2007,1.15*value*user_distance_km
RENAULT,Clio Campus,1.5 dCi 68,M5,1461,Diesel,0.115,http://www.vcacarfueldata.org.uk/downloads/latest.asp 24 August 2006,1.15*value*user_distance_km
RENAULT,Clio Campus,1.2 ,M5,1149,Petrol,0.143,http://www.vcacarfueldata.org.uk/downloads/latest.asp 24 August 2006,1.15*value*user_distance_km
RENAULT,Clio Campus,1.2 16V ,M5,1149,Petrol,0.142,http://www.vcacarfueldata.org.uk/downloads/latest.asp 24 August 2006,1.15*value*user_distance_km
RENAULT,Espace,2.0 dCi 130,M6,1995,Diesel,0.196,http://www.vcacarfueldata.org.uk/downloads/latest.asp 13 September 2006,1.15*value*user_distance_km
RENAULT,Espace,2.0 dCi 150,M6,1995,Diesel,0.196,http://www.vcacarfueldata.org.uk/downloads/latest.asp 27 March 2007,1.15*value*user_distance_km
RENAULT,Espace,2.0 dCi 150 FAP,M6,1995,Diesel,0.200,http://www.vcacarfueldata.org.uk/downloads/latest.asp 27 March 2007,1.15*value*user_distance_km
RENAULT,Espace,2.0 dCi 150 ,A6,1995,Diesel,0.217,http://www.vcacarfueldata.org.uk/downloads/latest.asp 12 April 2007,1.15*value*user_distance_km
RENAULT,Espace,2.0 dCI 175,M6,1995,Diesel,0.197,http://www.vcacarfueldata.org.uk/downloads/latest.asp 22 May 2006,1.15*value*user_distance_km
RENAULT,Espace,2.0 dCi 175 ,A6,1995,Diesel,0.217,http://www.vcacarfueldata.org.uk/downloads/latest.asp 12 April 2007,1.15*value*user_distance_km
RENAULT,Espace,2.2 dCi 140,A5,2188,Diesel,0.244,http://www.vcacarfueldata.org.uk/downloads/latest.asp 25 August 2006,1.15*value*user_distance_km
RENAULT,Espace,3.0 dCi 165,A6,2958,Diesel,0.248,http://www.vcacarfueldata.org.uk/downloads/latest.asp 25 August 2006,1.15*value*user_distance_km
RENAULT,Espace,3.0 dCi 180,A6,2958,Diesel,0.248,http://www.vcacarfueldata.org.uk/downloads/latest.asp 25 August 2006,1.15*value*user_distance_km
RENAULT,Espace,2.0 16V 140,M6,1998,Petrol,0.223,http://www.vcacarfueldata.org.uk/downloads/latest.asp 22 August 2006,1.15*value*user_distance_km
RENAULT,Espace,2.0 16V Turbo 170,M6,1998,Petrol,0.227,http://www.vcacarfueldata.org.uk/downloads/latest.asp 22 August 2006,1.15*value*user_distance_km
RENAULT,Espace,2.0 16V Turbo 170,A5,1998,Petrol,0.243,http://www.vcacarfueldata.org.uk/downloads/latest.asp 22 August 2006,1.15*value*user_distance_km
RENAULT,Espace,3.5 V6,A5,3498,Petrol,0.284,http://www.vcacarfueldata.org.uk/downloads/latest.asp 25 August 2006,1.15*value*user_distance_km
RENAULT,Grand Espace,2.0 dCi 130,M6,1995,Diesel,0.196,http://www.vcacarfueldata.org.uk/downloads/latest.asp 25 August 2006,1.15*value*user_distance_km
RENAULT,Grand Espace,2.0 dCi 150,A6,1995,Diesel,0.217,http://www.vcacarfueldata.org.uk/downloads/latest.asp 12 April 2007,1.15*value*user_distance_km
RENAULT,Grand Espace,2.0 dCI 175,M6,1995,Diesel,0.200,http://www.vcacarfueldata.org.uk/downloads/latest.asp 22 May 2006,1.15*value*user_distance_km
RENAULT,Grand Espace,2.0 dCi 175,A6,1995,Diesel,0.217,http://www.vcacarfueldata.org.uk/downloads/latest.asp 12 April 2007,1.15*value*user_distance_km
RENAULT,Grand Espace,2.2 dCi FAP,A5,2188,Diesel,0.244,http://www.vcacarfueldata.org.uk/downloads/latest.asp 25 August 2006,1.15*value*user_distance_km
RENAULT,Grand Espace,3.0 dCi ,A6,2958,Diesel,0.250,http://www.vcacarfueldata.org.uk/downloads/latest.asp 25 August 2006,1.15*value*user_distance_km
RENAULT,Grand Espace,2.0T 16V 170,M6,1998,Petrol,0.232,http://www.vcacarfueldata.org.uk/downloads/latest.asp 15 February 2006,1.15*value*user_distance_km
RENAULT,Grand Espace,2.0T 16V 170,A5,1998,Petrol,0.255,http://www.vcacarfueldata.org.uk/downloads/latest.asp 15 February 2006,1.15*value*user_distance_km
RENAULT,Grand Espace,2.0 Turbo,M6,1998,Petrol,0.227,http://www.vcacarfueldata.org.uk/downloads/latest.asp 25 August 2006,1.15*value*user_distance_km
RENAULT,Grand Espace,2.0 Turbo,A5,1998,Petrol,0.249,http://www.vcacarfueldata.org.uk/downloads/latest.asp 25 August 2006,1.15*value*user_distance_km
RENAULT,Grand Espace,3.5 V6,A5,3498,Petrol,0.289,http://www.vcacarfueldata.org.uk/downloads/latest.asp 25 August 2006,1.15*value*user_distance_km
RENAULT,Grand Scénic,1.5 dCi 106,M6,1461,Diesel,0.143,http://www.vcacarfueldata.org.uk/downloads/latest.asp 26 February 2007,1.15*value*user_distance_km
RENAULT,Grand Scénic,1.9 dCi 130,M6,1870,Diesel,0.159,http://www.vcacarfueldata.org.uk/downloads/latest.asp 09 August 2005,1.15*value*user_distance_km
RENAULT,Grand Scénic,2.0 dCi 150 FAP,A6,1995,Diesel,0.190,http://www.vcacarfueldata.org.uk/downloads/latest.asp 12 October 2006,1.15*value*user_distance_km
RENAULT,Grand Scénic,2.0 dCi 150,M6,1995,Diesel,0.154,http://www.vcacarfueldata.org.uk/downloads/latest.asp 12 October 2006,1.15*value*user_distance_km
RENAULT,Grand Scénic,dCi 130 FAP Auto,A4,1870,Diesel,0.188,http://www.vcacarfueldata.org.uk/downloads/latest.asp 26 February 2007,1.15*value*user_distance_km
RENAULT,Grand Scénic,1.6 VVT 111 6-speed,M6,1598,Petrol,0.189,http://www.vcacarfueldata.org.uk/downloads/latest.asp 15 January 2007,1.15*value*user_distance_km
RENAULT,Grand Scénic,2.0 VVT 136 ,M6,1998,Petrol,0.196,http://www.vcacarfueldata.org.uk/downloads/latest.asp 26 February 2007,1.15*value*user_distance_km
RENAULT,Grand Scénic,2.0 VVT 136 Auto,A4,1998,Petrol,0.205,http://www.vcacarfueldata.org.uk/downloads/latest.asp 07 July 2006,1.15*value*user_distance_km
RENAULT,Kangoo ,1.5 dCi 68,M5,1461,Diesel,0.147,http://www.vcacarfueldata.org.uk/downloads/latest.asp 15 February 2006,1.15*value*user_distance_km
RENAULT,Kangoo ,1.5 dCi 84,M5,1461,Diesel,0.139,http://www.vcacarfueldata.org.uk/downloads/latest.asp 15 February 2006,1.15*value*user_distance_km
RENAULT,Kangoo ,1.2 16V 75,M5,1149,Petrol,0.165,http://www.vcacarfueldata.org.uk/downloads/latest.asp 26 February 2007,1.15*value*user_distance_km
RENAULT,Kangoo ,1.6 16V,M5,1598,Petrol,0.177,http://www.vcacarfueldata.org.uk/downloads/latest.asp 03 March 2006,1.15*value*user_distance_km
RENAULT,Kangoo ,1.6 16V,A4,1598,Petrol,0.190,http://www.vcacarfueldata.org.uk/downloads/latest.asp 23 February 2006,1.15*value*user_distance_km
RENAULT,Laguna II Ph 2 Hatchback,1.9 dCi 95,M6,1870,Diesel,0.157,http://www.vcacarfueldata.org.uk/downloads/latest.asp 12 January 2006,1.15*value*user_distance_km
RENAULT,Laguna II Ph 2 Hatchback,1.9 dCi 130 ,M6,1870,Diesel,0.157,http://www.vcacarfueldata.org.uk/downloads/latest.asp 12 January 2006,1.15*value*user_distance_km
RENAULT,Laguna II Ph 2 Hatchback,2.0 dCi 150,M6,1995,Diesel,0.155,http://www.vcacarfueldata.org.uk/downloads/latest.asp 19 January 2006,1.15*value*user_distance_km
RENAULT,Laguna II Ph 2 Hatchback,2.2 dCi 140,M5,2188,Diesel,0.204,http://www.vcacarfueldata.org.uk/downloads/latest.asp 15 February 2006,1.15*value*user_distance_km
RENAULT,Laguna II Ph 2 Hatchback,2.2 dCi 140,A4,2188,Diesel,0.204,http://www.vcacarfueldata.org.uk/downloads/latest.asp 19 January 2006,1.15*value*user_distance_km
RENAULT,Laguna II Ph 2 Hatchback,175 dCi GT,M6,1995,Diesel,0.159,http://www.vcacarfueldata.org.uk/downloads/latest.asp 16 June 2006,1.15*value*user_distance_km
RENAULT,Laguna II Ph 2 Hatchback,2.0 VVT 135,M5,1998,Petrol,0.190,http://www.vcacarfueldata.org.uk/downloads/latest.asp 12 January 2006,1.15*value*user_distance_km
RENAULT,Laguna II Ph 2 Hatchback,2.0 VVT 135,A4,1998,Petrol,0.206,http://www.vcacarfueldata.org.uk/downloads/latest.asp 12 January 2006,1.15*value*user_distance_km
RENAULT,Laguna II Ph 2 Hatchback,2.0 Turbo 16V ,M6,1998,Petrol,0.198,http://www.vcacarfueldata.org.uk/downloads/latest.asp 12 January 2006,1.15*value*user_distance_km
RENAULT,Laguna II Ph 2 Hatchback,2.0 Turbo 16V ,A5,1998,Petrol,0.211,http://www.vcacarfueldata.org.uk/downloads/latest.asp 12 January 2006,1.15*value*user_distance_km
RENAULT,Laguna II Ph 2 Hatchback,205 16V Turbo ,M6,1998,Petrol,0.200,http://www.vcacarfueldata.org.uk/downloads/latest.asp 23 February 2006,1.15*value*user_distance_km
RENAULT,Laguna II Ph 2 Hatchback,V6 24V ,A5,2496,Petrol,0.240,http://www.vcacarfueldata.org.uk/downloads/latest.asp 23 February 2006,1.15*value*user_distance_km
RENAULT,Laguna II Ph 2 Sport Tourer,1.9 dCi 130 ,M6,1870,Diesel,0.159,http://www.vcacarfueldata.org.uk/downloads/latest.asp 23 February 2006,1.15*value*user_distance_km
RENAULT,Laguna II Ph 2 Sport Tourer,2.0 dCi 150,M6,1998,Diesel,0.162,http://www.vcacarfueldata.org.uk/downloads/latest.asp 19 January 2006,1.15*value*user_distance_km
RENAULT,Laguna II Ph 2 Sport Tourer,2.2 dCi 140,A5,2188,Diesel,0.206,http://www.vcacarfueldata.org.uk/downloads/latest.asp 23 February 2006,1.15*value*user_distance_km
