"manufacturer","line","engineSize","transmission","sizeClass","cylinders","driveSystem","indexNumber","mpgCity","mpgHighway","mpgCombined","unrndCityEPA","unrndHwyEPA","unrndCompEPA","fuelType","releaseDate","units","source","algorithm"
"CHRYSLER","SEBRING CONVERTIBLE",2.7,"Auto(L4)","SUBCOMPACT CARS",6,"F",959,18,26,21,22.8,35.6,27.201,"regular gas","04/01/07",,"http://www.fueleconomy.gov",
"CHRYSLER","SEBRING CONVERTIBLE",2.7,"Auto(L4)","SUBCOMPACT CARS",6,"F",860,13,19,15,15.9,25.8,19.219,"ethanol","08/01/06",,"http://www.fueleconomy.gov",
"CHRYSLER","SEBRING CONVERTIBLE",2.7,"Auto(L4)","SUBCOMPACT CARS",6,"F",859,18,26,21,22.8,35.6,27.201,"regular gas","04/01/07",,"http://www.fueleconomy.gov",
"DODGE","AVENGER",2.7,"Auto(L4)","MIDSIZE CARS",6,"F",962,19,27,22,24.2,38.3,29.005,"regular gas","04/01/07",,"http://www.fueleconomy.gov",
"DODGE","AVENGER",2.7,"Auto(L4)","MIDSIZE CARS",6,"F",863,13,20,16,16.9,27.8,20.521,"ethanol","04/01/07",,"http://www.fueleconomy.gov",
"DODGE","AVENGER",2.7,"Auto(L4)","MIDSIZE CARS",6,"F",862,19,27,22,24.2,38.3,29.005,"regular gas","04/01/07",,"http://www.fueleconomy.gov",
"DODGE","CHARGER",2.7,"Auto(L4)","LARGE CARS",6,"R",912,18,26,21,23.1,35.899,27.514,"regular gas","06/29/07",,"http://www.fueleconomy.gov",
"DODGE","MAGNUM",2.7,"Auto(L4)","S.U.V. - 2WD",6,"R",912,18,26,21,23.1,35.899,27.514,"regular gas","06/29/07",,"http://www.fueleconomy.gov",
"HYUNDAI","SANTAFE 2WD",2.7,"Auto(L4)","S.U.V. - 2WD",6,"F",5,18,24,20,23,33.2,26.69,"regular gas","07/18/07",,"http://www.fueleconomy.gov",
"HYUNDAI","SANTAFE 2WD",2.7,"Manual(M5)","S.U.V. - 2WD",6,"F",6,17,24,20,21.6,33.4,25.683,"regular gas","07/18/07",,"http://www.fueleconomy.gov",
"HYUNDAI","SANTAFE 4WD",2.7,"Auto(L4)","S.U.V. - 4WD",6,4,7,17,23,19,21.3,31.4,24.905,"regular gas","07/18/07",,"http://www.fueleconomy.gov",
"HYUNDAI","SANTAFE 4WD",2.7,"Manual(M5)","S.U.V. - 4WD",6,4,8,17,23,19,21.6,31.8,25.244,"regular gas","07/18/07",,"http://www.fueleconomy.gov",
"HYUNDAI","TIBURON",2.7,"Auto(L4)","SUBCOMPACT CARS",6,"F",19,17,24,20,21.236,33.25,25.359,"regular gas","07/18/07",,"http://www.fueleconomy.gov",
"HYUNDAI","TIBURON",2.7,"Manual(M5)","SUBCOMPACT CARS",6,"F",19,17,24,20,21.5,34.1,25.788,"regular gas","07/18/07",,"http://www.fueleconomy.gov",
"HYUNDAI","TIBURON",2.7,"Manual(M6)","SUBCOMPACT CARS",6,"F",19,16,24,19,20.5,33.7,24.887,"regular gas","07/18/07",,"http://www.fueleconomy.gov",
"HYUNDAI","TUCSON 2WD",2.7,"Auto(L4)","S.U.V. - 2WD",6,"F",13,18,24,20,22,32.9,25.855,"regular gas","07/18/07",,"http://www.fueleconomy.gov",
"HYUNDAI","TUCSON 4WD",2.7,"Auto(L4)","S.U.V. - 4WD",6,4,14,17,23,19,21.3,31.3,24.877,"regular gas","07/18/07",,"http://www.fueleconomy.gov",
"KIA","OPTIMA",2.7,"Auto(L5)","MIDSIZE CARS",6,"F",7,20,28,23,24.6,39.3,29.579,"regular gas","07/18/07",,"http://www.fueleconomy.gov",
"KIA","RONDO",2.7,"Auto(L5)","MIDSIZE STATION WAGONS",6,"F",9,18,26,21,22.6,36.1,27.173,"regular gas","07/18/07",,"http://www.fueleconomy.gov",
"KIA","SPORTAGE 2WD",2.7,"Auto(L4)","S.U.V. - 2WD",6,"F",11,17,23,20,21.6,32.4,25.412,"regular gas","07/18/07",,"http://www.fueleconomy.gov",
"KIA","SPORTAGE 4WD",2.7,"Auto(L4)","S.U.V. - 4WD",6,4,11,17,21,19,21.1,29.399,24.17,"regular gas","07/18/07",,"http://www.fueleconomy.gov",
"PORSCHE","BOXSTER",2.7,"Auto(L5)","TWO SEATERS",6,"R",100,19,26,21,23.7,36.2,28.06,"premium gas","06/20/07",,"http://www.fueleconomy.gov",
"PORSCHE","BOXSTER",2.7,"Manual(M5)","TWO SEATERS",6,"R",100,20,29,23,25.8,40.4,30.811,"premium gas","06/20/07",,"http://www.fueleconomy.gov",
"PORSCHE","BOXSTER",2.7,"Manual(M6)","TWO SEATERS",6,"R",100,19,28,22,23.9,39.8,29.138,"premium gas","06/20/07",,"http://www.fueleconomy.gov",
"PORSCHE","CAYMAN",2.7,"Auto(L5)","TWO SEATERS",6,"R",100,19,26,21,23.7,36.2,28.06,"premium gas","06/20/07",,"http://www.fueleconomy.gov",
"PORSCHE","CAYMAN",2.7,"Manual(M5)","TWO SEATERS",6,"R",100,20,29,23,25.8,40.4,30.811,"premium gas","06/20/07",,"http://www.fueleconomy.gov",
"PORSCHE","CAYMAN",2.7,"Manual(M6)","TWO SEATERS",6,"R",100,19,28,22,23.9,39.8,29.138,"premium gas","06/20/07",,"http://www.fueleconomy.gov",
"SUZUKI","GRAND VITARA",2.7,"Auto(L5)","S.U.V. - 2WD",6,"R",97,17,22,19,21.3,31.2,24.848,"regular gas","03/12/07",,"http://www.fueleconomy.gov",
"SUZUKI","GRAND VITARA",2.7,"Manual(M5)","S.U.V. - 2WD",6,"R",95,16,22,18,20.3,30,23.757,"regular gas","03/12/07",,"http://www.fueleconomy.gov",
"SUZUKI","GRAND VITARA 4WD",2.7,"Auto(L5)","S.U.V. - 4WD",6,4,96,17,21,19,21.1,29.7,24.261,"regular gas","03/12/07",,"http://www.fueleconomy.gov",
"SUZUKI","GRAND VITARA 4WD",2.7,"Manual(M5)","S.U.V. - 4WD",6,4,94,16,21,18,20.1,29.2,23.379,"regular gas","03/12/07",,"http://www.fueleconomy.gov",
"TOYOTA","TOYOTA TACOMA 2WD",2.7,"Auto(L4)","SMALL PICKUP TRUCKS 2WD",4,"R",25,19,25,21,23.6,34.7,27.568,"regular gas","08/09/07",,"http://www.fueleconomy.gov",
"TOYOTA","TOYOTA TACOMA 2WD",2.7,"Manual(M5)","SMALL PICKUP TRUCKS 2WD",4,"R",25,20,25,22,25.583,35.237,29.181,"regular gas","08/09/07",,"http://www.fueleconomy.gov",
"TOYOTA","TOYOTA TACOMA 4WD",2.7,"Manual(M5)","SMALL PICKUP TRUCKS 4WD",4,4,25,17,22,19,21.6,30,24.714,"regular gas","08/09/07",,"http://www.fueleconomy.gov",
"SAAB","9-3 CONVERTIBLE",2.8,"Manual(M6)","SUBCOMPACT CARS",6,"F",74,16,26,19,19.7,36,24.741,"premium gas","08/17/07",,"http://www.fueleconomy.gov",
"SAAB","9-3 CONVERTIBLE",2.8,"Auto(S6)","SUBCOMPACT CARS",6,"F",73,15,24,18,18.032,33.009,22.658,"premium gas","08/20/07",,"http://www.fueleconomy.gov",
"SAAB","9-3 SPORT SEDAN",2.8,"Manual(M6)","COMPACT CARS",6,"F",74,16,26,19,19.7,36,24.741,"premium gas","08/17/07",,"http://www.fueleconomy.gov",
"SAAB","9-3 SPORT SEDAN",2.8,"Auto(S6)","COMPACT CARS",6,"F",73,15,24,18,18.032,33.009,22.658,"premium gas","08/20/07",,"http://www.fueleconomy.gov",
"SAAB","9-3 SPORTCOMBI",2.8,"Manual(M6)","SMALL STATION WAGONS",6,"F",74,16,26,19,19.7,36,24.741,"premium gas","08/17/07",,"http://www.fueleconomy.gov",
"SAAB","9-3 SPORTCOMBI",2.8,"Auto(S6)","SMALL STATION WAGONS",6,"F",73,15,24,18,18.032,33.009,22.658,"premium gas","08/20/07",,"http://www.fueleconomy.gov",
"CHEVROLET","COLORADO 2WD",2.9,"Auto(L4)","SMALL PICKUP TRUCKS 2WD",4,"R",800,18,24,20,22.839,32.835,26.465,"regular gas","06/15/07",,"http://www.fueleconomy.gov",
"CHEVROLET","COLORADO 2WD",2.9,"Manual(M5)","SMALL PICKUP TRUCKS 2WD",4,"R",802,18,24,20,22.048,33.454,26.044,"regular gas","06/15/07",,"http://www.fueleconomy.gov",
"CHEVROLET","COLORADO 4WD",2.9,"Auto(L4)","SMALL PICKUP TRUCKS 4WD",4,4,801,17,22,19,21.358,30.774,24.768,"regular gas","06/15/07",,"http://www.fueleconomy.gov",
"CHEVROLET","COLORADO 4WD",2.9,"Manual(M5)","SMALL PICKUP TRUCKS 4WD",4,4,803,16,22,18,19.9,30.8,23.669,"regular gas","06/15/07",,"http://www.fueleconomy.gov",
"CHEVROLET","COLORADO CREW CAB 2WD",2.9,"Auto(L4)","SMALL PICKUP TRUCKS 2WD",4,"R",800,18,24,20,22.7,32.8,26.351,"regular gas","06/15/07",,"http://www.fueleconomy.gov",
"CHEVROLET","COLORADO CREW CAB 2WD",2.9,"Manual(M5)","SMALL PICKUP TRUCKS 2WD",4,"R",802,18,24,20,22,33.6,26.047,"regular gas","06/15/07",,"http://www.fueleconomy.gov",
"GMC","CANYON 2WD",2.9,"Auto(L4)","SMALL PICKUP TRUCKS 2WD",4,"R",800,18,24,20,22.866,32.842,26.487,"regular gas","06/15/07",,"http://www.fueleconomy.gov",
"GMC","CANYON 2WD",2.9,"Manual(M5)","SMALL PICKUP TRUCKS 2WD",4,"R",802,18,24,20,22.048,33.455,26.044,"regular gas","06/15/07",,"http://www.fueleconomy.gov",
"GMC","CANYON 4WD",2.9,"Auto(L4)","SMALL PICKUP TRUCKS 4WD",4,4,801,17,22,19,21.358,30.774,24.768,"regular gas","06/15/07",,"http://www.fueleconomy.gov",
"GMC","CANYON 4WD",2.9,"Manual(M5)","SMALL PICKUP TRUCKS 4WD",4,4,803,16,22,18,19.9,30.8,23.669,"regular gas","06/15/07",,"http://www.fueleconomy.gov",
"GMC","CANYON CREW CAB 2WD",2.9,"Auto(L4)","SMALL PICKUP TRUCKS 2WD",4,"R",800,18,24,20,22.7,32.8,26.351,"regular gas","06/15/07",,"http://www.fueleconomy.gov",
"GMC","CANYON CREW CAB 2WD",2.9,"Manual(M5)","SMALL PICKUP TRUCKS 2WD",4,"R",802,18,24,20,22,33.6,26.047,"regular gas","06/15/07",,"http://www.fueleconomy.gov",
"ISUZU","I-290 2WD EXT CAB",2.9,"Auto(L4)","SMALL PICKUP TRUCKS 2WD",4,"R",800,18,24,20,22.7,32.8,26.351,"regular gas","06/15/07",,"http://www.fueleconomy.gov",
"ISUZU","I-290 2WD EXT CAB",2.9,"Manual(M5)","SMALL PICKUP TRUCKS 2WD",4,"R",802,18,24,20,22,33.6,26.047,"regular gas","06/15/07",,"http://www.fueleconomy.gov",
"BMW","328CI",3,"Manual(M6)","SUBCOMPACT CARS",6,"R",30,18,28,21,22.492,38.93,27.768,"premium gas","09/01/07",,"http://www.fueleconomy.gov",
"BMW","328CI",3,"Auto(S6)","SUBCOMPACT CARS",6,"R",30,19,28,22,23.287,39.662,28.601,"premium gas","09/01/07",,"http://www.fueleconomy.gov",
"BMW","328CI CONVERTIBLE",3,"Manual(M6)","SUBCOMPACT CARS",6,"R",30,17,27,20,21.291,37.172,26.358,"premium gas","09/01/07",,"http://www.fueleconomy.gov",
"BMW","328CI CONVERTIBLE",3,"Auto(S6)","SUBCOMPACT CARS",6,"R",30,18,27,21,22.524,38.188,27.623,"premium gas","09/01/07",,"http://www.fueleconomy.gov",
"BMW","328CXI",3,"Manual(M6)","SUBCOMPACT CARS",6,4,30,17,25,20,20.854,35.294,25.56,"premium gas","09/01/07",,"http://www.fueleconomy.gov",
"BMW","328CXI",3,"Auto(S6)","SUBCOMPACT CARS",6,4,30,17,25,20,21.767,35.216,26.284,"premium gas","09/01/07",,"http://www.fueleconomy.gov",
"BMW","328I",3,"Manual(M6)","COMPACT CARS",6,"R",30,18,28,21,22.492,38.93,27.768,"premium gas","09/01/07",,"http://www.fueleconomy.gov",
"BMW","328I",3,"Auto(S6)","COMPACT CARS",6,"R",30,19,28,22,23.287,39.662,28.601,"premium gas","09/01/07",,"http://www.fueleconomy.gov",
"BMW","328I SPORT WAGON",3,"Manual(M6)","SMALL STATION WAGONS",6,"R",30,17,27,20,21.291,37.172,26.358,"premium gas","09/01/07",,"http://www.fueleconomy.gov",
"BMW","328I SPORT WAGON",3,"Auto(S6)","SMALL STATION WAGONS",6,"R",30,18,27,21,22.524,38.188,27.623,"premium gas","09/01/07",,"http://www.fueleconomy.gov",
"BMW","328XI",3,"Manual(M6)","COMPACT CARS",6,4,30,17,25,20,20.854,35.294,25.56,"premium gas","09/01/07",,"http://www.fueleconomy.gov",
"BMW","328XI",3,"Auto(S6)","COMPACT CARS",6,4,30,17,25,20,21.767,35.216,26.284,"premium gas","09/01/07",,"http://www.fueleconomy.gov",
"BMW","328XI SPORT WAGON",3,"Manual(M6)","SMALL STATION WAGONS",6,4,30,17,25,20,20.854,35.294,25.56,"premium gas","09/01/07",,"http://www.fueleconomy.gov",
"BMW","328XI SPORT WAGON",3,"Auto(S6)","SMALL STATION WAGONS",6,4,30,17,25,20,21.767,35.216,26.284,"premium gas","09/01/07",,"http://www.fueleconomy.gov",
"BMW","335CI",3,"Manual(M6)","SUBCOMPACT CARS",6,"R",35,17,26,20,20.931,36.142,25.821,"premium gas","09/01/07",,"http://www.fueleconomy.gov",
"BMW","335CI",3,"Auto(S6)","SUBCOMPACT CARS",6,"R",35,17,26,20,21.714,36.382,26.527,"premium gas","09/01/07",,"http://www.fueleconomy.gov",
"BMW","335CI CONVERTIBLE",3,"Manual(M6)","SUBCOMPACT CARS",6,"R",35,17,26,20,20.931,36.142,25.821,"premium gas","09/01/07",,"http://www.fueleconomy.gov",
"BMW","335CI CONVERTIBLE",3,"Auto(S6)","SUBCOMPACT CARS",6,"R",35,17,26,20,21.714,36.382,26.527,"premium gas","09/01/07",,"http://www.fueleconomy.gov",
"BMW","335CXI",3,"Manual(M6)","SUBCOMPACT CARS",6,4,35,16,25,19,20.55,34.224,25.054,"premium gas","09/01/07",,"http://www.fueleconomy.gov",
"BMW","335CXI",3,"Auto(S6)","SUBCOMPACT CARS",6,4,35,17,25,20,21.038,34.606,25.545,"premium gas","09/01/07",,"http://www.fueleconomy.gov",
"BMW","335I",3,"Manual(M6)","COMPACT CARS",6,"R",35,17,26,20,20.931,36.142,25.821,"premium gas","09/01/07",,"http://www.fueleconomy.gov",
"BMW","335I",3,"Auto(S6)","COMPACT CARS",6,"R",35,17,26,20,21.714,36.382,26.527,"premium gas","09/01/07",,"http://www.fueleconomy.gov",
"BMW","335XI",3,"Manual(M6)","COMPACT CARS",6,4,35,16,25,19,20.55,34.224,25.054,"premium gas","09/01/07",,"http://www.fueleconomy.gov",
"BMW","335XI",3,"Auto(S6)","COMPACT CARS",6,4,35,17,25,20,21.038,34.606,25.545,"premium gas","09/01/07",,"http://www.fueleconomy.gov",
"BMW","528I",3,"Manual(M6)","MIDSIZE CARS",6,"R",30,18,28,21,22.492,38.93,27.768,"premium gas","09/01/07",,"http://www.fueleconomy.gov",
"BMW","528I",3,"Auto(S6)","MIDSIZE CARS",6,"R",30,18,27,21,22.524,38.188,27.623,"premium gas","09/01/07",,"http://www.fueleconomy.gov",
"BMW","528XI",3,"Manual(M6)","MIDSIZE CARS",6,4,30,17,25,20,20.854,35.294,25.56,"premium gas","09/01/07",,"http://www.fueleconomy.gov",
"BMW","528XI",3,"Auto(S6)","MIDSIZE CARS",6,4,30,17,25,20,21.767,35.216,26.284,"premium gas","09/01/07",,"http://www.fueleconomy.gov",
"BMW","535I",3,"Manual(M6)","MIDSIZE CARS",6,"R",35,17,26,20,20.931,36.142,25.821,"premium gas","09/01/07",,"http://www.fueleconomy.gov",
"BMW","535I",3,"Auto(S6)","MIDSIZE CARS",6,"R",35,17,26,20,21.714,36.382,26.527,"premium gas","09/01/07",,"http://www.fueleconomy.gov",
"BMW","535XI",3,"Manual(M6)","MIDSIZE CARS",6,4,35,16,25,19,20.55,34.224,25.054,"premium gas","09/01/07",,"http://www.fueleconomy.gov",
"BMW","535XI",3,"Auto(S6)","MIDSIZE CARS",6,4,35,17,25,20,21.038,34.606,25.545,"premium gas","09/01/07",,"http://www.fueleconomy.gov",
"BMW","535XI SPORT WAGON",3,"Manual(M6)","MIDSIZE STATION WAGONS",6,4,35,16,23,18,19.279,32.293,23.55,"premium gas","09/01/07",,"http://www.fueleconomy.gov",
"BMW","535XI SPORT WAGON",3,"Auto(S6)","MIDSIZE STATION WAGONS",6,4,35,16,24,19,20.332,33.505,24.702,"premium gas","09/01/07",,"http://www.fueleconomy.gov",
"BMW","X3 3.0SI",3,"Manual(M6)","S.U.V. - 4WD",6,4,29,16,23,19,20.087,32.697,24.305,"premium gas","09/01/07",,"http://www.fueleconomy.gov",
"BMW","X3 3.0SI",3,"Auto(S6)","S.U.V. - 4WD",6,4,29,17,24,20,21.49,33.36,25.587,"premium gas","09/01/07",,"http://www.fueleconomy.gov",
"BMW","X5 3.0SI",3,"Auto(S6)","S.U.V. - 4WD",6,4,29,15,21,18,19.2,29.6,22.806,"premium gas","09/01/07",,"http://www.fueleconomy.gov",
"BMW","Z4 3.0I",3,"Manual(M6)","TWO SEATERS",6,"R",30,18,28,21,22.492,38.93,27.768,"premium gas","09/01/07",,"http://www.fueleconomy.gov",
"BMW","Z4 3.0I",3,"Auto(S6)","TWO SEATERS",6,"R",30,19,28,22,23.287,39.662,28.601,"premium gas","09/01/07",,"http://www.fueleconomy.gov",
"BMW","Z4 3.0SI",3,"Manual(M6)","TWO SEATERS",6,"R",30,18,28,21,22.492,38.93,27.768,"premium gas","09/01/07",,"http://www.fueleconomy.gov",
"BMW","Z4 3.0SI",3,"Auto(S6)","TWO SEATERS",6,"R",30,19,28,22,23.287,39.662,28.601,"premium gas","09/01/07",,"http://www.fueleconomy.gov",
"BMW","Z4 COUPE",3,"Manual(M6)","TWO SEATERS",6,"R",30,18,28,21,22.492,38.93,27.768,"premium gas","09/01/07",,"http://www.fueleconomy.gov",
"BMW","Z4 COUPE",3,"Auto(S6)","TWO SEATERS",6,"R",30,19,28,22,23.287,39.662,28.601,"premium gas","09/01/07",,"http://www.fueleconomy.gov",
"FORD","ESCAPE 4WD",3,"Auto(L4)","S.U.V. - 4WD",6,4,606,17,22,19,21.353,30.416,24.66,"regular gas","01/08/07",,"http://www.fueleconomy.gov",
"FORD","ESCAPE FWD",3,"Auto(L4)","S.U.V. - 2WD",6,"F",604,18,24,20,22.4,33.7,26.381,"regular gas","01/08/07",,"http://www.fueleconomy.gov",
"FORD","FUSION AWD",3,"Auto(L6)","MIDSIZE CARS",6,4,163,17,25,20,20.928,34.229,25.363,"regular gas","07/16/07",,"http://www.fueleconomy.gov",
"FORD","FUSION FWD",3,"Auto(L6)","MIDSIZE CARS",6,"F",162,18,26,21,22.3,36.1,26.933,"regular gas","07/16/07",,"http://www.fueleconomy.gov",
"FORD","RANGER 2WD",3,"Auto(L5)","SMALL PICKUP TRUCKS 2WD",6,"R",904,15,20,17,18.255,27.617,21.541,"regular gas","06/04/07",,"http://www.fueleconomy.gov",
"FORD","RANGER 2WD",3,"Manual(M5)","SMALL PICKUP TRUCKS 2WD",6,"R",906,16,22,18,19.928,29.845,23.431,"regular gas","06/04/07",,"http://www.fueleconomy.gov",
"FORD","RANGER 4WD",3,"Auto(L5)","SMALL PICKUP TRUCKS 4WD",6,4,903,14,19,16,17.357,25.628,20.306,"regular gas","06/04/07",,"http://www.fueleconomy.gov",
"FORD","RANGER 4WD",3,"Manual(M5)","SMALL PICKUP TRUCKS 4WD",6,4,905,15,20,17,18.6,27.1,21.657,"regular gas","06/04/07",,"http://www.fueleconomy.gov",
"JAGUAR","JAGUAR S-TYPE 3.0 LITRE",3,"Auto(L6)","MIDSIZE CARS",6,"R",301,17,26,20,21.149,35.649,25.887,"premium gas","02/28/07",,"http://www.fueleconomy.gov",
"JAGUAR","JAGUAR X-TYPE",3,"Auto(L5)","COMPACT CARS",6,4,402,16,22,18,19.849,30.695,23.602,"premium gas","02/28/07",,"http://www.fueleconomy.gov",
"JAGUAR","JAGUAR X-TYPE SPORT BRAKE",3,"Auto(L5)","MIDSIZE CARS",6,4,406,16,22,18,19.6,30.949,23.473,"premium gas","02/28/07",,"http://www.fueleconomy.gov",
"JEEP","GRAND CHEROKEE 2WD",3,"Auto(L5)","S.U.V. - 2WD",6,"R",458,18,23,20,22.5,32,25.969,"diesel","06/28/07",,"http://www.fueleconomy.gov",
"JEEP","GRAND CHEROKEE 4WD",3,"Auto(L5)","S.U.V. - 4WD",6,4,459,17,22,19,22.1,30.9,25.349,"diesel","06/28/07",,"http://www.fueleconomy.gov",
"LINCOLN-MERCURY","MILAN AWD",3,"Auto(L6)","MIDSIZE CARS",6,4,173,17,25,20,20.928,34.229,25.363,"regular gas","07/16/07",,"http://www.fueleconomy.gov",
"LINCOLN-MERCURY","MILAN FWD",3,"Auto(L6)","MIDSIZE CARS",6,"F",172,18,26,21,22.3,36.1,26.933,"regular gas","07/16/07",,"http://www.fueleconomy.gov",
"MAZDA","B3000 2WD",3,"Auto(L5)","SMALL PICKUP TRUCKS 2WD",6,"R",966,15,20,17,18.225,27.661,21.53,"regular gas","06/04/07",,"http://www.fueleconomy.gov",
"MAZDA","B3000 2WD",3,"Manual(M5)","SMALL PICKUP TRUCKS 2WD",6,"R",964,16,21,18,19.986,29.728,23.443,"regular gas","06/04/07",,"http://www.fueleconomy.gov",
"MAZDA","MAZDA 6",3,"Manual(M5)","MIDSIZE CARS",6,"F",8,17,25,20,21.49,34.458,25.871,"regular gas","07/05/07",,"http://www.fueleconomy.gov",
"MAZDA","MAZDA 6",3,"Auto(S6)","MIDSIZE CARS",6,"F",8,18,25,20,21.966,35.249,26.452,"regular gas","07/05/07",,"http://www.fueleconomy.gov",
"MAZDA","TRIBUTE 4WD",3,"Auto(L4)","S.U.V. - 4WD",6,4,955,17,22,19,21.353,30.416,24.66,"regular gas","01/08/07",,"http://www.fueleconomy.gov",
"MAZDA","TRIBUTE FWD",3,"Auto(L4)","S.U.V. - 2WD",6,"F",956,18,24,20,22.4,33.7,26.381,"regular gas","01/08/07",,"http://www.fueleconomy.gov",
"MERCEDES-BENZ","C300",3,"Auto(L7)","COMPACT CARS",6,"R",51,13,19,15,16.4,26.4,19.77,"ethanol","08/01/07",,"http://www.fueleconomy.gov",
"MERCEDES-BENZ","C300",3,"Auto(L7)","COMPACT CARS",6,"R",50,18,25,21,22.3,35.5,26.781,"premium gas","08/01/07",,"http://www.fueleconomy.gov",
"MERCEDES-BENZ","C300",3,"Manual(M6)","COMPACT CARS",6,"R",36,18,26,21,22.3,35.8,26.858,"premium gas","08/01/07",,"http://www.fueleconomy.gov",
"MERCEDES-BENZ","E320 BLUETEC",3,"Auto(L7)","MIDSIZE CARS",6,"R",4,23,32,26,29.1,45.3,34.681,"diesel","07/01/07",,"http://www.fueleconomy.gov",
"MERCEDES-BENZ","GL320 CDI 4MATIC",3,"Auto(L7)","S.U.V. - 4WD",6,4,32,18,24,20,22.8,33.3,26.57,"diesel","07/01/07",,"http://www.fueleconomy.gov",
"MERCEDES-BENZ","ML320 CDI 4MATIC",3,"Auto(L7)","S.U.V. - 4WD",6,4,40,18,24,21,23.2,33.4,26.896,"diesel","07/11/07",,"http://www.fueleconomy.gov",
"MERCEDES-BENZ","R320 CDI 4MATIC",3,"Auto(L7)","S.U.V. - 4WD",6,4,47,18,24,21,23.1,33.8,26.937,"diesel","07/16/07",,"http://www.fueleconomy.gov",
"MERCEDES-BENZ","SLK280",3,"Auto(L7)","TWO SEATERS",6,"R",12,18,24,20,22,34.1,26.18,"premium gas","07/01/07",,"http://www.fueleconomy.gov",
"MERCEDES-BENZ","SLK280",3,"Manual(M6)","TWO SEATERS",6,"R",12,17,25,20,21.7,34.6,26.075,"premium gas","07/01/07",,"http://www.fueleconomy.gov",
"MERCURY","MARINER 4WD",3,"Auto(L4)","S.U.V. - 4WD",6,4,613,17,22,19,21.353,30.416,24.66,"regular gas","01/08/07",,"http://www.fueleconomy.gov",
"MERCURY","MARINER FWD",3,"Auto(L4)","S.U.V. - 2WD",6,"F",612,18,24,20,22.4,33.7,26.381,"regular gas","01/08/07",,"http://www.fueleconomy.gov",
"MITSUBISHI","OUTLANDER 2WD",3,"Auto(S6)","S.U.V. - 2WD",6,"F",131,17,25,20,21.88,34.239,26.123,"regular gas","08/06/07",,"http://www.fueleconomy.gov",
"MITSUBISHI","OUTLANDER 4WD",3,"Auto(S6)","S.U.V. - 4WD",6,4,132,17,24,20,21.524,33.104,25.545,"regular gas","08/06/07",,"http://www.fueleconomy.gov",
"SUBARU","LEGACY AWD",3,"Auto(S5)","COMPACT CARS",6,4,31,17,24,20,21.7,32.9,25.626,"premium gas","05/28/07",,"http://www.fueleconomy.gov",
"SUBARU","OUTBACK WAGON AWD",3,"Auto(S5)","S.U.V. - 4WD",6,4,30,17,24,20,21.6,33.8,25.789,"premium gas","03/06/07",,"http://www.fueleconomy.gov",
"VOLVO","S80 AWD",3,"Auto(S6)","MIDSIZE CARS",6,4,5,15,23,18,19.028,31.937,23.258,"premium gas","07/03/07",,"http://www.fueleconomy.gov",
"AUDI","A4",3.1,"Auto(AV)","COMPACT CARS",6,"F",22,18,27,21,23.033,37.646,27.907,"premium gas","06/15/07",,"http://www.fueleconomy.gov",
"AUDI","A4 AVANT QUATTRO",3.1,"Manual(M6)","SMALL STATION WAGONS",6,4,22,15,25,19,19.2,34.2,23.921,"premium gas","06/15/07",,"http://www.fueleconomy.gov",
"AUDI","A4 AVANT QUATTRO",3.1,"Auto(S6)","SMALL STATION WAGONS",6,4,22,17,25,20,21.494,34.534,25.894,"premium gas","06/15/07",,"http://www.fueleconomy.gov",
"AUDI","A4 CABRIOLET QUATTRO",3.1,"Auto(S6)","SUBCOMPACT CARS",6,4,22,17,25,20,21.037,34.285,25.465,"premium gas","06/15/07",,"http://www.fueleconomy.gov",
"AUDI","A4 QUATTRO",3.1,"Manual(M6)","COMPACT CARS",6,4,22,15,25,19,19.2,34.2,23.921,"premium gas","06/15/07",,"http://www.fueleconomy.gov",
"AUDI","A4 QUATTRO",3.1,"Auto(S6)","COMPACT CARS",6,4,22,17,25,20,21.494,34.534,25.894,"premium gas","06/15/07",,"http://www.fueleconomy.gov",
"AUDI","A6",3.1,"Auto(AV)","MIDSIZE CARS",6,"F",22,18,27,21,23.033,37.646,27.907,"premium gas","06/15/07",,"http://www.fueleconomy.gov",
"AUDI","A6 AVANT QUATTRO",3.1,"Auto(S6)","MIDSIZE STATION WAGONS",6,4,22,17,25,20,21.037,34.285,25.465,"premium gas","06/15/07",,"http://www.fueleconomy.gov",
"AUDI","A6 QUATTRO",3.1,"Auto(S6)","MIDSIZE CARS",6,4,22,17,25,20,21.494,34.534,25.894,"premium gas","06/15/07",,"http://www.fueleconomy.gov",
"ACURA","TL",3.2,"Auto(S5)","MIDSIZE CARS",6,"F",10,18,26,21,22.45,37,27.277,"premium gas","07/12/07",,"http://www.fueleconomy.gov",
"AUDI","A3 QUATTRO",3.2,"Auto(S6)","SMALL STATION WAGONS",6,4,8,18,25,21,23.2,34.6,27.239,"premium gas","01/15/07",,"http://www.fueleconomy.gov",
"AUDI","TT COUPE QUATTRO",3.2,"Manual(M6)","SUBCOMPACT CARS",6,4,8,17,24,19,20.746,34.013,25.162,"premium gas","01/15/07",,"http://www.fueleconomy.gov",
"AUDI","TT COUPE QUATTRO",3.2,"Auto(S6)","SUBCOMPACT CARS",6,4,8,18,24,20,22.362,33.443,26.28,"premium gas","01/15/07",,"http://www.fueleconomy.gov",
